accommodationlist_name,addr,rates,visitors,reviews
부여군 청소년수련원,충청남도 부여군 충화면 충신로 618,,,
부여안방마님,충청남도 부여군 규암면 흥수로590번길 17,,,
부여한옥,충청남도 부여군 부여읍 뒷개로 9,,,
부연계곡그집,강원특별자치도 강릉시 연곡면 부연동길 895,,,
부용헌,전라북도 전주시 완산구 향교길 149-3,,,
부티크호텔 XYM,경기도 평택시 도일유통길 13-31,,,
부티크호텔 르릿,서울특별시 중구 장충단로10길 27,,,
부티크호텔 지,충청북도 청주시 청원구 1순환로 166,,,
부티크호텔K 동대문점,서울특별시 동대문구 천호대로 341,,,
북면황토방온천장,경상남도 창원시 의창구 북면 천주로1170번길 17-10,,,
북촌 게스트하우스,서울특별시 종로구 북촌로 20-17,,,
북촌마루한옥게스트하우스,서울특별시 종로구 창덕궁길 152,,,
북촌한옥게스트하우스 라온(라온게스트하우스),서울특별시 종로구 율곡로1길 40-11,,,
북포한옥마을,충청남도 부여군 뒷개로27번길 10-3,,,
분당 호텔 갤러리,경기도 성남시 분당구 황새울로 321,,,
불국사한옥팜스테이,경상북도 경주시 진티길 5-52,,,
붓꽃섬아트인아일랜드,강원특별자치도 평창군 봉평면 봉평북로 193-28,,,
뷰티풀하우스,제주특별자치도 서귀포시 이어도로253번길 2,,,
뷰호텔스탠다드,충청남도 천안시 서북구 부대중앙길 13,,,
브라운도트 고덕신도시점,경기도 평택시 고덕중앙로 200-19 제니스타워,,,
브라운도트 천안성정점,충청남도 천안시 서북구 성정공원4길 28 (성정동),,,
브라운도트 항남점,경상남도 통영시 항남동,,,
브라운도트호텔 (장생포점),울산광역시 남구 장생포고래로 211,,,
브라운도트호텔 남춘천점,강원특별자치도 춘천시 남춘로25번길 5 (퇴계동),,,
브라운도트호텔 정관점,부산광역시 기장군 정관읍 산단1로 98-31,,,
브라운도트호텔 포항 죽도점,경상북도 포항시 북구 죽도로40번길 51,,,
브라운도트호텔 포항영일대점,경상북도 포항시 북구 해안로 113 휴 모텔,,,
브라운도트호텔서산점(브라운도트호텔),충청남도 서산시 안견로 284,,,
브라운스위트 신촌센트럴,서울특별시 마포구 서강로 137 (노고산동),,,
브로시스 호텔,부산광역시 중구 구덕로48번길 4,,,
브룩5(BROOK5),경기도 가평군 태봉두밀로 162,,,
브릭216,제주특별자치도 서귀포시 이어도로 216,,,
브릿지모텔,부산광역시 수영구 광안해변로 155,,,
브이모텔,부산광역시 서구 송도해변로 201,,,
브이온천모텔,울산광역시 울주군 상북면 알프스온천2길 10,,,
블라우,경상북도 경주시 태종로699번길 31,,,
블라제 리조트,제주특별자치도 서귀포시 녹산로 274,,,
블루라군 펜션,충청남도 태안군 이원면 원이로 2771-226,,,
블루망고 풀빌라펜션,전라남도 여수시 돌산읍 계동해안길 90,,,
블루모텔,전라북도 군산시 백릉안1길 9,,,
블루밍데이즈펜션,충청북도 제천시 금성면 청풍호로 1511,,,
블루밍모텔,경상남도 거제시 옥포로6길 33,,,
블루백팩커스호스텔,부산광역시 부산진구 신천대로102번길 8-8,,,
블루베리홈스테이,서울특별시 송파구 양재대로 1089,,,
블루보트게스트하우스 전주점,전라북도 전주시 완산구 충경로 75,,,
블루스토리 호텔,부산광역시 해운대구 해운대해변로237번길 11 (우동),,,
블루앤펫,강원특별자치도 강릉시 창해로350번길 25,,,
블루오션 리조트,충청남도 태안군 남면 몽산포길 161,,,
블루오션관광펜션,경상북도 영덕군 남정면 동해대로 4142,,,
블루오션뷰,울산광역시 울주군 서생면 진하해변길 74,,,
블루오션펜션,인천광역시 중구 영종진광장로 52,,,
블루원 모텔,전라북도 전주시 덕진구 용산2길 18,,,
블루원리조트,경상북도 경주시 보불로 391,,,
블루원리조트 프라이빗콘도,경상북도 경주시 보불로 391,,,
블루힐 모텔,충청남도 태안군 태안읍 중앙로 227-8,,,
블룸비스타,경기도 양평군 강하면 강남로 316,,,
블룸비스타호텔앤컨퍼런스,경기도 양평군 강하면 전수리,,,
블룸호텔,제주특별자치도 서귀포시 중문관광로72번길 53 (색달동),,,
비바체리조트,경상남도 하동군 청암면 청학로 876,,,
비브릿지,강원특별자치도 영월군 김삿갓면 영월동로 2295-12,,,
비블로스펜션,강원특별자치도 평창군 봉평면 흥정계곡1길 9-12,,,
비센트호텔,부산광역시 중구 충장대로9번길 64,,,
비스타 워커힐 서울,서울특별시 광진구 워커힐로 177,,,
비스타리조트,제주특별자치도 제주시 서해안로 74,,,
비안단테 펜션,강원특별자치도 춘천시 서면 금산2길 22-4,,,
비안단테펜션 원주점,강원특별자치도 원주시 부론면 부론로 285-5,,,
비울채울,제주특별자치도 서귀포시 검은여로130번길 73,,,
비움 펜션,강원특별자치도 평창군 봉평면 금당계곡로 1778-6,,,
비원스테이(비원게스트하우스),서울특별시 종로구 돈화문로11가길 77-4,,,
비진도 더씨펜션,경상남도 통영시 한산면 외항길 48-63,,,
비진도 바다이야기 펜션,경상남도 통영시 한산면 외항길 78,,,
비치모텔,부산광역시 영도구 하리해안길 10-9 비치모텔,,,
비치스토리호텔,제주특별자치도 제주시 조함해안로 492-5,,,
비치콘도모텔,충청남도 태안군 근흥면 신진도길 4,,,
비타민호텔,전라북도 군산시 비응남1길 21,,,
비토섬신우리조트 (비토섬휴양콘도미니엄),경상남도 사천시 서포면 토끼로 245-5,,,
비프리비펜션,경상북도 영덕군 병곡면 흰돌로 112,,,
빅 존스 플레이스,서울특별시 강남구 강남대로110길 31-1,,,
빅토리아모텔,전라남도 목포시 하당남부로61번길 22,,,
빅토리아펜션,충청남도 태안군 고남면 큰장돌길 283-42,,,
빅토리아호텔,전라남도 고흥군 도화면 천마로 2736-29,,,
빈센트펜션,경상남도 남해군 남면 남면로 775-19,,,
빈티지하우스펜션,강원특별자치도 양양군 손양면 수산2길 16-11,,,
빌레리조트,제주특별자치도 제주시 애월읍 고내로13길 79,,,
빌리지736,강원특별자치도 홍천군 노일로 206-9,,,
사계절호스텔(통영 사계절펜션),경상남도 통영시 용남면 해간길 46-87,,,
사과나무관광호텔,경상남도 창원시 마산합포구 가포신항북로 16,,,
사과향기펜션(사과밭스테이),경기도 가평군 가평읍 용추로 256,,,
사나래 한옥,전라남도 장흥군 장평면 우산병동길 436-3,,,
사나래한옥,전라남도 장흥군 장평면 우산병동길 436-3,,,
사단법인 한국천연염색 숨,전라남도 보성군 복내면 개기로 1529-45,,,
사라네집,대구광역시 남구 중앙대로40길 48-6,,,
사람과자연펜션,강원특별자치도 영월군 주천면 평창강로 67,,,
사랑가득,전라북도 전주시 완산구 향교길 149-8,,,
사랑나무 한옥펜션,전라북도 전주시 완산구 은행로 96,,,
사랑해펜션,경상남도 남해군 미조면 미송로 201,,,
사량도 단디해펜션,경상남도 통영시 사량면 대항길 64-50,,,
사량패밀리펜션,경상남도 통영시 사량면 상도일주로 106,,,
사슴이랑배랑농원,전라남도 함평군 해보면 밀재로 1147-34,,,
사운고택(우화정/조옹식가옥),충청남도 홍성군 장곡면 홍남동로 989-22,,,
사조리조트 제주,제주특별자치도 제주시 조천읍 일주동로 1616-7,,,
산골나그네 펜션,강원특별자치도 양구군 방산면 남밭길150번길 69,,,
산골이야기펜션 Ⅰ. Ⅱ,경상남도 양산시 원동면 배내로 73,,,
산골초가펜션,강원특별자치도 영월군 북면 굴앞마을길 64-152,,,
산골흙집,강원특별자치도 영월군 북면 진등길 189-19,,,
산내들캠프,경상북도 경주시 대현길 413-5,,,
산내들펜션,강원특별자치도 평창군 봉평면 버들개길 80-11,,,
산내음펜션,경기도 양평군 서종면 황순원로 470-21,,,
산너머펜션,경기도 양평군 옥천면 중미산로 1139,,,
산동약수장,전라남도 구례군 산동면 지리산온천로 146,,,
산들 게스트하우스,전라북도 군산시 동국사길 7-3,,,
산들맘 펜션,강원특별자치도 평창군 봉평면 버들개길 81-33,,,
산들바다애(산들바다애 한옥민박),전라남도 해남군 북평면 동해길 108-29,,,
산들애풀하우스,제주특별자치도 서귀포시 성산읍 서성일로 689-8,,,
산마을풍경,강원특별자치도 평창군 봉평면 흥정계곡4길 233-9,,,
산모랭이펜션,강원특별자치도 평창군 진부면 장전길 277,,,
산수애,강원특별자치도 영월군 남면 뒷개길 164,,,
산수유사랑채,경기도 이천시 백사면 원적로775번길 17,,,
산수화(山水花),경기도 양평군 청운면 몰운고갯길 74,,,
산온,경기도 양평군 동오3길37번길 21,,,
산온,경기도 양평군 동문3길 22-14,,,
산울림펜션,충청남도 천안시 동남구 목천읍 덕전1길 171,,,
산음펜션,경기도 양평군 단월면 윗고북길 57,,,
산이야기,강원특별자치도 화천군 사내면 천문대길 2,,,
산장민박(산장펜션),강원특별자치도 강릉시 옥계면 영밑길 185,,,
산청나리꽃펜션,경상남도 산청군 산청읍 웅석봉로250번길 52-9,,,
산청율수원,경상남도 산청군 신등가회로 36,,,
산청호수펜션,경상남도 산청군 시천면 삼신봉로900번길 41,,,
산촌생활체험마을,경상북도 영양군 입암면 주역1길 10-24,,,
산타펜션,경기도 양평군 서종면 서정로 67-41,,,
산토리니 펜션,충청남도 태안군 이원면 원이로 2771-138,,,
삼광모텔,전라남도 목포시 호남로 38,,,
삼락헌,전라북도 전주시 완산구 은행로 47-8,,,
삼미모텔,전라남도 고흥군 도양읍 목넘가는길 10,,,
삼연재,경상북도 예천군 보문면 웃노트기길 68,,,
삼원프라자호텔,경기도 안양시 만안구 장내로139번길 7,,,
삼일삼오,제주특별자치도 제주시 해맞이해안로 1542-4,,,
삼척비치모텔,강원특별자치도 삼척시 테마타운길 53,,,
삼청동 코리아 게스트하우스,서울특별시 종로구 삼청로4길 12-1,,,
삼화사 템플스테이,강원특별자치도 동해시 삼화로 584,,,
삽교호 비치파크호텔,충청남도 당진시 신평면 삽교천2길 35,,,
상관리조트&스파,전라북도 완주군 상관면 죽림편백길 118-38,,,
상대온천관광호텔,경상북도 경산시 남산면 상대리,,,
상상하우스,대구광역시 남구 매자안길 39,,,
상유재,강원특별자치도 정선군 정선읍 봉양3길 22-8,,,
상일 호스텔(상일펜션),경상북도 울릉군 울릉읍 울릉순환로 680,,,
상천체육문화연수원,경기도 가평군 청평면 경춘로 1401,,,
새마을 시대촌,경상북도 청도군 청도읍 새마을1길 72,,,
새만금모텔,전라북도 부안군 변산면 변산로 1751,,,
새바라기 펜션,강원특별자치도 철원군 동송읍 태봉대교길 139-9,,,
새벽종,경기도 포천시 화현면 화동로348번길 38-120,,,
새섬 리조트,충청남도 태안군 이원면 태포길 266,,,
새연리조트 포천점,경기도 포천시 이동면 도평리,,,
샘모루펜션,제주특별자치도 서귀포시 염돈로28번길 11,,,
샘물농장 황토펜션,경기도 포천시 일동면 화동로 1601-8,,,
생각속의집,경기도 양평군 대부록길 37,,,
생각의 계절,경상남도 남해군 남면 남면로1673번길 20-21,,,
생비원,경상북도 고령군 덕곡면 노리2길 28,,,
생폴드방스 펜션,전라북도 부안군 진서면 구름호수길 52,,,
샤갈의 집,서울특별시 관악구 남부순환로247길 14-8,,,
샤니모텔,전라북도 부안군 동중3길 18,,,
샤뜰레 펜션,제주특별자치도 서귀포시 서호호근로46번길 68,,,
샤론의집,제주특별자치도 서귀포시 성산읍 금백조로131번길 177-1,,,
샤르망호텔,전라남도 목포시 신흥로59번길 5,,,
샤모텔,전라남도 목포시 미항로 14,,,
샤샤하우스 (SHA SHA House),서울특별시 강남구 봉은사로4길 6,,,
샤이니호텔,제주특별자치도 제주시 구좌읍 송당4길 7,,,
샬레리조트,강원특별자치도 평창군 봉평면 면온리 726-44,,,
샵모텔,전라남도 여수시 시청동2길 22-1,,,
샹그리아비치호텔,전라남도 목포시 평화로 79,,,
샹보르 관광호텔,전라남도 여수시 공화남2길 20,,,
샾모텔,충청남도 태안군 소원면 서해로 20-6,,,
서귀포 귤림성,제주특별자치도 서귀포시 일주동로 8941,,,
서귀포KAL호텔,제주특별자치도 서귀포시 칠십리로 242,,,
서귀포호텔,제주특별자치도 서귀포시 상예로 319 (상예동),,,
서남산한옥,경상북도 경주시 내남면 포석로 435-12,,,
서늘기문화,경상북도 영주시 창진로194번길 119-1,,,
서대산드림리조트,충청남도 금산군 추부면 성당리,,,
서로,전라북도 전주시 완산구 한지길 100-12,,,
서로재,강원특별자치도 고성군 봉수대길 118,,,
서머셋 제주신화월드,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89,,,
서문한옥게스트하우스,대구광역시 중구 큰장로24길 26,,,
서산아리아호텔,충청남도 서산시 동헌로 94,,,
서울 명동 게스트하우스(Myeongdong guesthouse),서울특별시 중구 퇴계로24길 2-7,,,
서울 선샤인호텔,서울특별시 강남구 도산대로 205,,,
서울 성북 홈스테이,서울특별시 성북구 화랑로 76,,,
서울 엔 호스텔,서울특별시 중구 동호로 343,,,
서울 타이완 게스트하우스,서울특별시 중구 퇴계로10길 20-18,,,
서울관광호텔,충청북도 음성군 대소면 삼양로 572-1,,,
서울낙산스테이,서울특별시 성북구 삼선교로4길,,,
서울신라호텔,서울특별시 중구 동호로 249,,,
